cui,term,semtype,class
C2368066,vancomycin resistant Enterococcal infection,dsyn,clinical
C0033573,Prostatectomy,topp,clinical
C0376358,Malignant neoplasm of prostate,neop,biological
C0940933,infection as a complication,dsyn,clinical
C2986522,Laparoscopic Prostatectomy,topp,clinical
C0022354,Jaundice  Obstructive,dsyn,clinical
C0275553,Bacterial cholangitis,dsyn,clinical
C0745472,jaundice painless,fndg,clinical
C0007562,Cefuroxime,"antb,orch",biological
C0042313,Vancomycin,"aapp,gngm,antb",antibiotic
C0520575,Acute pyelonephritis,dsyn,clinical
C0022369,JC Virus,virs,pathogen
C0023524,Leukoencephalopathy  Progressive Multifocal,dsyn,clinical
C0004600,Back,blor,location
C0206632,Angiolipoma,neop,biological
C0491217,Sutures  Synthetic  Nonabsorbable  Polypropylene  device ,medd,clinical
C0014441,Enzyme Linked Immunosorbent Assay,lbpr,clinical
C0002499,Amikacin,"antb,orch",biological
C0663241,linezolid,"orch,phsu",biological
C3658261,Chemotherapy Induced Febrile Neutropenia,patf,clinical
C0014346,Enterobacteriaceae,bact,pathogen
C1444096,ESBL,bact,pathogen
C0452221,Osteomyelitis of vertebra,dsyn,clinical
C0024204,lymph nodes,bpoc,location
C0085441,Mycobacterium chelonae,bact,pathogen
C0192420,Biopsy of stomach,diap,clinical
C0087111,Therapeutic procedure,topp,clinical
C1963724,Antiretroviral therapy,topp,clinical
C0035525,Ribavirin,"nnon,phsu",biological
C0332155,Did not receive therapy or drug for,fndg,clinical
C0521158,Recurrent tumor,neop,biological
C4050171,Sustained Virologic Response,fndg,clinical
C0679699,Secondary Prevention,topp,clinical
C0679700,Tertiary Prevention,topp,clinical
C0085494,Enterococcus,bact,pathogen
C0007102,Malignant tumor of colon,neop,biological
C0042765,Virulence,biof,biological
C0040288,Tissue Donors,"popg,humn",clinical
C2362067,Platelet concentrate,"aapp,gngm,phsu",biological
C0742597,colon  non specific  lesion,dsyn,clinical
C0450442,Agent,chvf,biological
C0442867,malignant disease,dsyn,clinical
C0027627,Neoplasm Metastasis,neop,biological
C0153676,Secondary malignant neoplasm of lung,neop,biological
C1185740,Tract,bpoc,location
C0230329,Right upper extremity,bpoc,location
C3844327,Right chest,blor,location
C0001625,Adrenal Glands,bpoc,location
C2334322,Right flocculus of cerebellum,bpoc,location
C0021852,Intestines  Small,bpoc,location
C0920688,cancer diagnosis,diap,clinical
C1019638,Mycobacterium mucogenicum,bact,pathogen
C0001175,Acquired Immunodeficiency Syndrome,dsyn,clinical
C0376526,human herpesvirus 8,virs,pathogen
C1512508,HHV8 Infection,dsyn,clinical
C0854327,bacillus infection,dsyn,clinical
C0315276,Morganella morganii,bact,pathogen
C0854135,Pseudomonas aeruginosa infection,dsyn,clinical
C0596545,Experience,menp,clinical
C3640852,Extensively Drug Resistance Process,patf,clinical
C0405832,Posterior exenteration of pelvis,topp,clinical
C0030797,Pelvis,bpoc,location
C0401020,Intra abdominal collection,sosy,clinical
C1880568,Ethanol Ablation Therapy,topp,clinical
C1444097,ESBL Escherichia coli,bact,pathogen
C1096262,E coli bacteraemia,dsyn,clinical
C0424768,Prolonged fever,fndg,clinical
C0037088,Signs and Symptoms,sosy,clinical
C0280099,Adult Solid Neoplasm,neop,biological
C0877153,Neutropenic sepsis,dsyn,clinical
C0810031,alcohol related liver disease,dsyn,clinical
C0019212,Hepatorenal Syndrome,dsyn,clinical
C0236664,Alcohol Related Disorders,mobd,clinical
C0040690,Transforming Growth Factor beta,"aapp,gngm,bacs",biological
C1519477,Splenocyte,cell,biological
C1416467,FOXP3 gene,"gngm,aapp",biological
C0019080,Hemorrhage,patf,clinical
C0038179,Starch,"bacs,orch,phsu",biological
C0940931,hemorrhage as a complication,dsyn,clinical
C0023861,Listeria monocytogenes,bact,pathogen
C0025309,Meningoencephalitis,dsyn,clinical
C0175996,Protoplasm,celc,biological
C0042210,Vaccines,"imft,phsu",biological
C0162327,RNA Sequence,nusq,biological
C3178810,Transcriptome,nusq,biological
C0376387,Transplant Recipients,"podg,humn",clinical
C0682526,lymphoblastoid cell line,cell,biological
C1608383,whole blood specimen,bdsu,biological
C4505454,Inherited Chromosomally Integrated Human Herpesvirus 6B,virs,pathogen
C0887939,Herpesvirus 6B  Human,virs,pathogen
C0007634,Cells,cell,biological
C1180059,Nucleated cell,cell,biological
C0032520,Polymerase Chain Reaction,mbrt,biological
C0042769,Virus Diseases,dsyn,clinical
C0021081,Immunosuppressive Agents,"imft,phsu",biological
C0019163,Hepatitis B,dsyn,clinical
C0027671,Neoplastic Processes,neop,biological
C1709246,Non Neoplastic Disorder,dsyn,clinical
C1116142,Transfusion of granulocytes,topp,clinical
C0439656,Voluntary,inbe,clinical
C0193083,Anterior resection of rectum,topp,clinical
C0683954,research results,fndg,clinical
C3156956,stomatal closure,phsf,biological
C0193062,Rectum excision  procedure ,topp,clinical
C0524865,Reconstructive Surgical Procedures,topp,clinical
C0041296,Tuberculosis,dsyn,clinical
C0041327,Tuberculosis  Pulmonary,dsyn,clinical
C0021839,Intestinal Mucosa,tisu,biological
C0006840,Candidiasis,dsyn,clinical
C1512441,High Risk Cancer,neop,biological
C0338078,Non Functioning Pituitary Gland Neoplasm,neop,biological
C0020635,Hypopituitarism,dsyn,clinical
C0007785,Cerebral Infarction,dsyn,clinical
C0282402,Hormone replacement therapy,topp,clinical
C0578022,Finding of body mass index,fndg,clinical
C1517940,Long Term Survivorship,fndg,clinical
C0235974,Pancreatic carcinoma,neop,biological
C0085162,Pancreaticoduodenectomy,topp,clinical
C0281361,Adenocarcinoma of pancreas,neop,biological
C0036734,Serine Endopeptidases,"aapp,gngm,enzy",biological
C0377274,Collectins,"aapp,gngm,bacs",biological
C1417037,MASP2 gene,"gngm,aapp",biological
C1417054,MBL2 gene,"gngm,aapp",biological
C4321237,High Level,fndg,clinical
C0065661,Mannose Binding Lectin,"aapp,gngm,phsu",biological
C1417036,MASP1 gene,"gngm,aapp",biological
C0029939,Ovary,bpoc,location
C1262234,gynecological infection,dsyn,clinical
C1518720,Ovarian Lymphoma,neop,biological
C0010651,Cystectomy,topp,clinical
C0042020,Urinary Diversion,topp,clinical
C0194401,Complete cystectomy,topp,clinical
C1096106,wound complication,inpo,biological
C0178802,Pleural cavity,bsoj,location
C0333343,Body cavities,bsoj,location
C0205160,Negative,fndg,clinical
C1292753,Primary Effusion Lymphoma,neop,biological
C0032227,Pleural effusion disorder,dsyn,clinical
C0338656,Impaired cognition,mobd,clinical
C3839291,Hematology clinic,"hcro,mnob",clinical
C0241863,diabetic,fndg,clinical
C0315218,Citrobacter koseri,bact,pathogen
C0007294,Genetic Carriers,fndg,clinical
C0314761,Normal flora,fndg,clinical
C0315024,Brevibacterium casei,bact,pathogen
C0011946,Dialysis procedure,topp,clinical
C0032134,Plasmapheresis,topp,clinical
C0008625,Chromosome Aberrations,comd,biological
C0011615,Dermatitis  Atopic,dsyn,clinical
C0001675,Adult,"aggp,humn",clinical
C0460002,body system,bdsy,target
C0009274,Colectomy,topp,clinical
C0020017,Hospitals  Pediatric,"hcro,mnob",clinical
C0150685,nasal packing,topp,clinical
C0038172,Staphylococcus aureus,bact,pathogen
C0014591,Epistaxis,patf,clinical
C0582103,Medical Examination,hlca,clinical
C0006812,Camptothecin,"orch,phsu",biological
C0278996,Malignant Head and Neck Neoplasm,neop,biological
C3887461,Head and Neck Carcinoma,neop,biological
C0153398,Hypopharyngeal Cancer,neop,biological
C0038826,Superinfection,dsyn,clinical
C0006916,Capnocytophaga,bact,pathogen
C0022359,Jaw,bpoc,location
C1279810,Care of central line,hlca,clinical
C0001125,Acidosis  Lactic,dsyn,clinical
C0003130,Anoxia,patf,clinical
C1836805,Metabolic acidosis  severe,fndg,clinical
C0001122,Acidosis,patf,clinical
C0194810,Radical prostatectomy,topp,clinical
C0041834,Erythema,dsyn,clinical
C0315045,Helicobacter cinaedi,bact,pathogen
C0003873,Rheumatoid Arthritis,dsyn,clinical
C0002680,Ampicillin,"antb,orch",biological
C0016536,Forearm,bpoc,location
C0039866,Thigh structure,blor,location
C0206702,Klatskin Tumor,neop,biological
C0008311,Cholangitis,dsyn,clinical
C3844729,Very Important,fndg,clinical
C1960876,Post infective myelitis,dsyn,clinical
C0011121,Decontamination,topp,clinical
C3854019,Gentamicin,"antb,orch",biological
C1753353,P Glycoprotein Activity,moft,biological
C0006413,Burkitt Lymphoma,neop,biological
C0007137,Squamous cell carcinoma,neop,biological
C0237154,Homelessness,fndg,clinical
C0004268,Attention,menp,clinical
C0677886,Epithelial ovarian cancer,neop,biological
C0085533,Chemotherapy  Adjuvant,topp,clinical
C0401186,Transplant nephrectomy,topp,clinical
C0005841,Blood Transfusion,topp,clinical
C0025080,Medical Devices,medd,clinical
C0919691,Anastomotic Leak,patf,clinical
C0734007,Wall of colon,bpoc,location
C0010148,Corynebacterium,bact,pathogen
C0012546,Diphtheria,dsyn,clinical
C0445692,Corynebacterium amycolatum,bact,pathogen
C2985566,Targeted Therapy,topp,clinical
C0318290,Stenotrophomonas maltophilia,bact,pathogen
C0314752,Gram negative bacillus,bact,pathogen
C0427965,Antimicrobial susceptibility,fndg,clinical
C0358594,Hemorrhoid preparation,phsu,biological
C3463824,MYELODYSPLASTIC SYNDROME,neop,biological
C0076612,thymalfasin,"orch,phsu",biological
C0010674,Cystic Fibrosis,dsyn,clinical
C0038056,Sputum,bdsu,biological
C0026636,Mouth Diseases,dsyn,clinical
C0677862,Biopsy sample,tisu,biological
C0270952,Muscular Dystrophy  Oculopharyngeal,dsyn,clinical
C0318146,Streptococcus mitis,bact,pathogen
C0004238,Atrial Fibrillation,dsyn,clinical
C3657270,nivolumab,"aapp,gngm,imft,phsu",biological
C0021083,Immunotherapy,topp,clinical
C1514892,Resistance Process,phsf,biological
C0038833,Superior Vena Cava Syndrome,dsyn,clinical
C4076184,Metastatic spinal cord compression,dsyn,clinical
C2603343,Study,resa,biological
C1999167,Old age,"popg,humn",clinical
C0006141,Breast,bpoc,location
C0012621,Body Fluid Discharge,bdsu,biological
C0005437,Bilirubin,"bacs,orch",biological
C0152964,streptococcal bacteremia,dsyn,clinical
C0002871,Anemia,dsyn,clinical
C0995188,cetuximab,"aapp,gngm,imft,phsu",biological
C0239981,Hypoalbuminemia,dsyn,clinical
C1318973,Staphylococcus aureus infection,dsyn,clinical
C0022983,Laminectomy,topp,clinical
C0037935,Spinal fusion  procedure ,topp,clinical
C0205903,Postoperative Procedures,hlca,clinical
C0075691,syndecan,"aapp,gngm,bacs",biological
C0086982,Signal Transduction Pathways,moft,biological
C0031148,Peritoneal lavage,hlca,clinical
C0022100,Irrigation,topp,clinical
C0036981,Endotoxic shock,patf,clinical
C1706912,BARRIER,medd,clinical
C0022277,Italy,geoa,location
C1155065,T Cell Activation,celf,biological
C0162643,treatment failure,fndg,clinical
C0282515,Chemoprevention,topp,clinical
C0184511,Improved,fndg,clinical
C0079774,Peripheral T Cell Lymphoma,neop,biological
C2931409,Flavimonas oryzihabitans Bacteremia,dsyn,clinical
C1020324,Citrobacter braakii,bact,pathogen
C0010711,Cytarabine,"nnon,phsu",biological
C4055506,Accumulation,fndg,clinical
C0036117,Salmonella infections,dsyn,clinical
C3715044,AKR1A1 wt Allele,"gngm,aapp",biological
C0022660,Kidney Failure  Acute,dsyn,clinical
C2917212,Negative Regulation of Coagulation,phsf,biological
C0472681,Continuous venovenous hemodialysis,topp,clinical
C0334296,Solid carcinoma,neop,biological
C0042065,Genitourinary Neoplasms,neop,biological
C0162638,Apoptosis,celf,biological
C3886763,brincidofovir,"orch,phsu",biological
C0449575,Histological finding,fndg,clinical
C1142499,gastrointestinal toxicity,fndg,clinical
C0025149,Medulloblastoma,neop,biological
C2193200,autologous Hematopoietic Cell Transplantation,topp,clinical
C0150234,Fever treatment,topp,clinical
C3467876,dabrafenib,"orch,phsu",biological
C2697961,trametinib,"orch,phsu",biological
C0025598,Metformin,"orch,phsu",biological
C3890397,PRKAA1 wt Allele,"gngm,aapp",biological
C0051028,AICA ribonucleotide,"bacs,nnon",biological
C1448177,TNF protein  human,"aapp,gngm,bacs",biological
C0066005,meropenem,"antb,orch",biological
C0000833,Abscess,dsyn,clinical
C0025255,Tissue membrane,tisu,biological
C0008495,Chorioamnionitis,patf,clinical
C0566701,Placenta infected,fndg,clinical
C0023487,Acute Promyelocytic Leukemia,neop,biological
C0040845,Tretinoin,"hops,orch,phsu",biological
C4086729,Pathologic Examination,diap,clinical
C0001779,Age,orga,biological
C0319899,Candida glabrata,fngs,pathogen
C0016277,Fluconazole,"orch,phsu",biological
C0360363,Azole antifungal,"orch,phsu",biological
C4021547,Neutrophil inclusion bodies,fndg,clinical
C1443861,Post Exposure Prophylaxis,topp,clinical
C0017638,Glioma,neop,biological
C3697784,Postoperative meningitis,dsyn,clinical
C3658208,Dysbiosis,patf,clinical
C0373704,Pregnenolone,"horm,orch,phsu",biological
C0019868,Homeostasis,biof,biological
C0080089,Reading Frames  Nucleotide Sequence ,nusq,biological
C0009818,Consultation,hlca,clinical
C1079230,Subgroup A Nepoviruses,virs,pathogen
C0014836,Escherichia coli Infections,dsyn,clinical
C0005971,Bone plates,medd,clinical
C0009404,Colorectal Neoplasms,neop,biological
C2926606,Procedure findings Finding Point in time  Patient Narrative,clna,clinical
C0391908,colon rectal,bpoc,location
C0033119,Puncture wound,inpo,biological
C0034117,Puncture procedure,hlca,clinical
C0193594,Operation on pancreas,topp,clinical
C0030279,Pancreatectomy,topp,clinical
C1155266,inflammatory response,patf,clinical
C4289767,Colonization,fndg,clinical
C0442749,6 5,fndg,clinical
C0481504,Maintenance Chemotherapy,fndg,clinical
C0086438,Hypogammaglobulinemia,dsyn,clinical
C0085297,Immunoglobulins  Intravenous,"aapp,gngm,imft,phsu",biological
C0597427,secretory protein,"aapp,gngm,bacs",biological
C0914671,CPG ODN,"nnon,phsu",biological
C1097299,CD44 protein  human,"aapp,gngm,imft",biological
C0032136,Plasmids,"bacs,nnon",biological
C0001551,Immunologic Adjuvants,"imft,phsu",biological
C0020960,Immune Sera,"aapp,gngm,imft,phsu",biological
C0281643,incomplete Freund s adjuvant,"orch,phsu",biological
C0005560,Needle biopsy procedure,diap,clinical
C0014268,Administration of enema,topp,clinical
C0814360,targeted prevention,topp,clinical
C0520251,Multiple interventional procedures,topp,clinical
C0341377,External large bowel fistula,anab,biological
C4019053,Arising,dora,clinical
C0085393,Immunocompromised Host,fndg,clinical
C0257634,proadrenomedullin,"aapp,gngm,phsu",biological
C0178825,ano rectal,bpoc,location
C0442158,Perianal,blor,location
C0853697,Neutrophil count decreased,fndg,clinical
C1704729,Department,orgt,clinical
C0042027,Urinary tract,bpoc,location
C0598048,cancer referral center,hcro,clinical
C0442886,Secondary Infections,dsyn,clinical
C0031046,Pericarditis,dsyn,clinical
C0678236,Rare Diseases,dsyn,clinical
C0013516,Echocardiography,diap,clinical
C0679637,major surgery,topp,clinical
C1861172,Venous Thromboembolism,dsyn,clinical
C0630906,vinyltriethoxysilane,orch,biological
C0149871,Deep Vein Thrombosis,dsyn,clinical
C0151950,Deep thrombophlebitis,dsyn,clinical
C0226813,Structure of vein of lower extremity,bpoc,location
C0201657,C reactive protein measurement,lbpr,clinical
C0021845,Intestinal Perforation,dsyn,clinical
C0796392,bevacizumab,"aapp,gngm,imft,phsu",biological
C0013218,Combination Drug Therapy,topp,clinical
C0144576,Paclitaxel,"orch,phsu",biological
C0185003,Reparative closure,topp,clinical
C0015422,Eyelash,bpoc,location
C0542559,contextual factors,menp,clinical
C1444662,Discontinued,fndg,clinical
C0430402,Bacterial culture  procedure ,lbpr,clinical
C0086528,Latinos,"popg,humn",clinical
C0004611,Bacteria,bact,pathogen
C0679878,acute care,hlca,clinical
C0336548,Prosthetic valve,medd,clinical
C0729936,Cardiac chamber structure,bpoc,location
C4505099,Antimicrobial Stewardship,hlca,clinical
C0870186,avoidance,menp,clinical
C0003241,Antibodies,"aapp,gngm,imft",biological
C1512409,Hepatocarcinogenesis,neop,biological
C4545429,Perioperative complication,patf,clinical
C0007531,Cecum,bpoc,location
C0024348,Lysis,patf,clinical
C0021079,Therapeutic immunosuppression,topp,clinical
C0013103,Drainage procedure,topp,clinical
C0679782,condom use,inbe,clinical
C4331452,University Medical Information Network,hcro,clinical
C0239182,Watery diarrhea,sosy,clinical
C0001418,Adenocarcinoma,neop,biological
C0152095,Patau syndrome,dsyn,clinical
C0334108,Multiple polyps,neop,biological
C0009368,Colon structure  body structure ,bpoc,location
C0267471,Volvulus of colon,dsyn,clinical
C0192871,Total colectomy,topp,clinical
C0008655,Chromosomes  Human  Pair 13,celc,biological
C0032098,Plants,plnt,biological
C0036025,Saccharomyces cerevisiae,fngs,pathogen
C1412617,ATF4 gene,"gngm,aapp",biological
C0001527,Adipose tissue,tisu,biological
C0547070,Ablation,topp,clinical
C1427165,SLC39A14 gene,"gngm,aapp",biological
C0699040,Cell surface,celc,biological
C3178870,Endoplasmic Reticulum Stress,comd,biological
C0221102,Excretory function,phsf,biological
C1417849,NRM gene,"gngm,aapp",biological
C3891560,Alarmins,"aapp,gngm,bacs",biological
C0015349,Extracellular Fluid,bdsu,biological
C0034800,Receptors  Cell Surface,"aapp,gngm,rcpt",biological
C0022938,Lactobacillus,bact,pathogen
C0200931,Polymerase chain reaction analysis,lbpr,clinical
C0232478,Ingestion,biof,biological
C1443924,Severe diarrhea,sosy,clinical
C0282554,chemokine,"aapp,gngm,imft",biological
C0031307,Phagocytes,cell,biological
C1550293,Pilonidal,bpoc,location
C0317947,Finegoldia magna,bact,pathogen
C0005778,Blood coagulation,ortf,biological
C0040048,Thromboplastin,"aapp,gngm,imft",biological
C0016390,Foam Cells,cell,biological
C2350307,Cell Derived Microparticles,celc,biological
C0026473,Monocytes,cell,biological
C1516559,Circulatory Process,orgf,biological
C0343885,Chronic disseminated candidiasis,dsyn,clinical
C1976726,Antibiotic resistant infection,dsyn,clinical
C0919867,dental cleaning,topp,clinical
C3533236,Mean score,fndg,clinical
C0750558,Unlikely,fndg,clinical
C0596822,laser spectrometry,lbpr,clinical
C0242966,Systemic Inflammatory Response Syndrome,dsyn,clinical
C0015970,Fever of Unknown Origin,sosy,clinical
C1874451,Basis,phsu,biological
C1456094,allogeneic hematopoietic stem cell transplant with purging,topp,clinical
